,name,artist,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,boyband
1218,That Should Be Me,justin_beiber,0.547,0.607,8,-5.737,1,0.0319,0.21,0.0,0.169,0.23,139.951,232733,4,False
1219,Somebody To Love Remix,justin_beiber,0.704,0.836,5,-4.619,1,0.0283,0.00388,0.0,0.16,0.553,129.989,220160,4,False
1220,Up,justin_beiber,0.71,0.712,0,-4.339,1,0.0383,0.0766,0.0,0.105,0.552,125.977,234933,4,False
1221,Overboard (Live),justin_beiber,0.357,0.884,5,-4.481,1,0.0699,0.425,0.0,0.791,0.384,173.973,307880,4,False
1222,Runaway Love - Kanye West Remix,justin_beiber,0.742,0.742,1,-4.364,1,0.0929,0.14,0.0,0.0729,0.819,104.019,287333,4,False
1223,Born To Be Somebody,justin_beiber,0.674,0.612,1,-5.237,1,0.0293,0.194,0.0,0.0493,0.31,117.93,181027,4,False
1224,Only Thing I Ever Get For Christmas,justin_beiber,0.581,0.63,10,-8.032,1,0.0459,0.217,0.0,0.111,0.326,86.063,192160,4,False
1225,Mistletoe,justin_beiber,0.657,0.56,6,-9.049,0,0.0467,0.498,0.0,0.0794,0.854,161.993,182947,4,False
1226,The Christmas Song (Chestnuts Roasting On An Open Fire),justin_beiber,0.533,0.436,9,-9.542,0,0.0289,0.45,0.0,0.102,0.169,103.477,215160,3,False
1227,Santa Claus Is Coming To Town,justin_beiber,0.651,0.758,0,-6.584,0,0.0578,0.0272,0.0,0.292,0.839,104.956,216747,4,False
1228,Fa La La,justin_beiber,0.658,0.679,10,-8.606,0,0.0361,0.0207,3.15e-06,0.198,0.42,94.489,185560,4,False
1229,All I Want For Christmas Is You (SuperFestive!) Duet with Mariah Carey,justin_beiber,0.575,0.911,9,-5.318,0,0.0639,0.306,0.0,0.434,0.407,150.001,240333,4,False
1230,Drummer Boy,justin_beiber,0.752,0.85,8,-8.327,1,0.0819,0.025,0.000131,0.149,0.491,122.991,225333,4,False
1231,Christmas Eve,justin_beiber,0.409,0.57,6,-10.54,0,0.0711,0.687,0.0,0.173,0.336,128.657,223613,4,False
1232,All I Want Is You,justin_beiber,0.564,0.823,5,-8.65,1,0.0405,0.0461,0.0,0.109,0.482,149.009,216387,4,False
1233,Home This Christmas,justin_beiber,0.54,0.628,5,-6.502,1,0.0312,0.268,0.0,0.112,0.493,140.013,204400,4,False
1234,Silent Night,justin_beiber,0.263,0.0346,3,-18.395,1,0.0409,0.958,0.0,0.115,0.171,80.273,169080,4,False
1235,Christmas Love,justin_beiber,0.621,0.512,10,-8.577,1,0.03,0.518,0.0,0.328,0.372,99.887,206787,4,False
1236,Fa La La - (a cappella),justin_beiber,0.61,0.208,3,-11.879,1,0.0319,0.846,0.0,0.152,0.686,94.525,175213,4,False
1237,Pray,justin_beiber,0.569,0.797,11,-7.674,1,0.0599,0.124,1.14e-06,0.105,0.664,163.972,212320,4,False
1238,Someday At Christmas,justin_beiber,0.523,0.465,4,-8.57,0,0.0328,0.435,0.0,0.22,0.266,100.668,173040,4,False
1239,Baby,justin_beiber,0.589,0.856,8,-5.381,1,0.228,0.0462,0.0,0.108,0.55,64.396,216613,4,False
1240,Somebody To Love,justin_beiber,0.719,0.839,5,-5.235,1,0.0257,0.00241,0.0,0.228,0.636,129.97,220920,4,False
1241,Stuck In The Moment,justin_beiber,0.718,0.709,0,-6.354,0,0.0465,0.15,0.0,0.156,0.452,90.026,222960,4,False
1242,U Smile,justin_beiber,0.705,0.605,1,-5.252,1,0.03,0.519,1.56e-06,0.117,0.419,112.506,196907,3,False
1243,Runaway Love,justin_beiber,0.743,0.633,10,-6.111,0,0.0319,0.0816,0.0,0.0966,0.906,104.006,212573,4,False
1244,Never Let You Go,justin_beiber,0.66,0.802,0,-4.856,1,0.0373,0.00205,0.0,0.399,0.62,103.164,264400,4,False
1245,Overboard,justin_beiber,0.48,0.79,5,-5.214,1,0.0501,0.203,0.0,0.118,0.468,173.907,251187,4,False
1246,Eenie Meenie,justin_beiber,0.72,0.607,1,-4.168,1,0.0322,0.0543,0.0,0.113,0.828,121.223,201947,4,False
1247,One Time,justin_beiber,0.686,0.838,1,-2.542,0,0.0365,0.0614,4.66e-05,0.0758,0.767,145.977,215107,4,False
1248,Favorite Girl,justin_beiber,0.58,0.681,7,-4.469,1,0.0435,0.0468,0.0,0.104,0.633,176.038,256800,4,False
1249,Down To Earth,justin_beiber,0.543,0.719,2,-4.794,1,0.0268,0.432,0.0,0.437,0.16,82.004,245760,4,False
1250,Bigger,justin_beiber,0.78,0.733,0,-2.851,0,0.111,0.164,0.0,0.341,0.895,104.085,197800,4,False
1251,One Less Lonely Girl,justin_beiber,0.555,0.75,4,-4.424,1,0.204,0.159,0.0,0.274,0.726,86.84,229107,4,False
1252,First Dance,justin_beiber,0.646,0.521,11,-7.29,1,0.0401,0.0137,0.0,0.275,0.333,68.495,222333,4,False
1253,Love Me,justin_beiber,0.712,0.868,5,-3.319,0,0.0656,0.00939,0.0,0.283,0.652,125.028,191573,4,False
1254,Common Denominator - iTunes Bonus,justin_beiber,0.656,0.658,0,-6.477,1,0.0268,0.213,0.0,0.0486,0.486,116.966,248680,4,False
1255,Where Are You Now?,justin_beiber,0.574,0.481,0,-6.85,1,0.0263,0.00606,3.46e-05,0.146,0.0393,117.988,267240,4,False
1256,One Time - Acoustic Version,justin_beiber,0.368,0.416,1,-5.514,1,0.0317,0.855,0.0,0.118,0.711,151.717,110613,4,False
1257,Baby - Acoustic Version,justin_beiber,0.814,0.708,2,-6.34,1,0.0505,0.117,0.0,0.0796,0.756,130.041,215453,4,False
1258,One Less Lonely Girl - Acoustic,justin_beiber,0.49,0.725,8,-7.641,1,0.05,0.0474,0.0,0.329,0.392,173.755,237720,4,False
1259,Down To Earth - Acoustic Version,justin_beiber,0.576,0.451,0,-5.634,1,0.0263,0.347,0.0,0.135,0.233,81.979,243493,4,False
1260,U Smile - Acoustic Version,justin_beiber,0.778,0.55,11,-5.266,1,0.0291,0.296,0.0,0.136,0.448,112.474,196613,3,False
1261,Stuck In The Moment - Acoustic Version,justin_beiber,0.716,0.599,0,-6.223,0,0.0287,0.391,0.0,0.249,0.287,89.951,198760,4,False
1262,Favorite Girl (Live) - Acoustic Version,justin_beiber,0.421,0.588,2,-5.333,0,0.0406,0.778,0.0,0.334,0.408,88.436,309893,4,False
1263,That Should Be Me - Acoustic Version,justin_beiber,0.492,0.463,8,-6.371,1,0.0283,0.409,0.0,0.0723,0.0745,139.546,249067,4,False
1264,Never Say Never - Acoustic Version,justin_beiber,0.802,0.762,7,-4.047,1,0.0387,0.0563,0.0,0.152,0.825,96.904,223000,4,False
1265,Pray - Acoustic Version,justin_beiber,0.542,0.895,11,-5.231,1,0.0597,0.0864,9.61e-06,0.105,0.648,163.986,212920,4,False
1266,One Less Lonely Girl - French Vocal,justin_beiber,0.576,0.771,4,-4.168,1,0.191,0.125,0.0,0.45,0.698,86.828,227960,4,False
1267,Beautiful Love - Free Fire,justin_beiber,0.789,0.602,4,-7.465,0,0.0477,0.0568,1.01e-06,0.108,0.525,111.022,207838,4,False
1268,Honest (feat. Don Toliver),justin_beiber,0.816,0.643,8,-7.138,0,0.0663,0.124,2.59e-05,0.105,0.797,150.02,193322,4,False
1269,I Feel Funny,justin_beiber,0.959,0.151,1,-12.794,1,0.569,0.368,0.00208,0.111,0.236,120.001,75546,4,False
1270,up at night (feat. justin bieber),justin_beiber,0.563,0.756,0,-3.852,0,0.0579,0.196,0.0,0.245,0.234,100.012,182227,4,False
1271,Attention,justin_beiber,0.821,0.718,5,-8.133,0,0.082,0.167,0.00066,0.11,0.37,119.993,180563,4,False
1272,attention,justin_beiber,0.817,0.72,5,-8.134,0,0.0809,0.172,0.000726,0.109,0.384,119.989,180563,4,False
1273,lonely christmas (feat. Justin Bieber & Poo Bear),justin_beiber,0.74,0.759,2,-4.972,1,0.0356,0.0678,9.19e-06,0.088,0.631,100.015,230577,4,False
1274,Don’t Go (with Justin Bieber & Don Toliver),justin_beiber,0.689,0.695,11,-5.22,1,0.0429,0.019,0.0,0.123,0.359,75.05,168253,4,False
1275,Essence (feat. Justin Bieber & Tems),justin_beiber,0.835,0.691,0,-5.828,1,0.113,0.0159,1.44e-05,0.108,0.581,103.999,263289,4,False
1276,STAY (with Justin Bieber),justin_beiber,0.587,0.795,1,-5.557,1,0.0522,0.037,0.0,0.103,0.476,169.951,141806,4,False
1277,Peaches (Masterkraft Remix) feat. Alpha P & Omah Lay,justin_beiber,0.598,0.745,0,-5.699,1,0.423,0.112,0.0,0.0873,0.562,128.773,194896,5,False
1278,"Peaches (Remix) feat. Ludacris, Usher & Snoop Dogg",justin_beiber,0.589,0.683,0,-6.643,1,0.255,0.382,0.0,0.468,0.572,89.694,229473,4,False
1279,Freedom (with BEAM),justin_beiber,0.815,0.634,4,-6.641,0,0.107,0.253,0.00279,0.0827,0.894,96.058,165347,4,False
1280,All She Wrote (feat. Brandon Love & Chandler Moore),justin_beiber,0.572,0.693,0,-5.639,0,0.211,0.396,0.0,0.84,0.678,152.491,234400,4,False
1281,We’re In This Together,justin_beiber,0.706,0.644,11,-6.055,0,0.297,0.125,0.0,0.108,0.624,149.452,181640,4,False
1282,"Where You Go I Follow (feat. Pink Sweat$, Chandler Moore & Judah Smith)",justin_beiber,0.646,0.634,1,-5.689,0,0.0538,0.181,5.65e-05,0.639,0.308,139.93,212533,4,False
1283,"Where Do I Fit In (feat. Tori Kelly, Chandler Moore & Judah Smith)",justin_beiber,0.389,0.261,2,-10.189,1,0.0343,0.82,5.72e-05,0.134,0.379,113.922,286453,4,False
1284,Afraid To Say (feat. Lauren Walters),justin_beiber,0.631,0.337,0,-9.308,1,0.0293,0.907,0.0,0.173,0.396,80.079,262573,1,False
1285,Monster (Shawn Mendes & Justin Bieber),justin_beiber,0.652,0.383,2,-7.076,0,0.0516,0.0676,0.0,0.0828,0.549,145.765,178994,4,False
1286,Rockin' Around The Christmas Tree,justin_beiber,0.472,0.643,5,-3.656,1,0.031,0.0189,0.0,0.0957,0.832,151.783,132732,4,False
1287,"Mood (Remix) feat. Justin Bieber, J Balvin & iann dior",justin_beiber,0.721,0.745,7,-3.508,0,0.0366,0.151,1.24e-06,0.372,0.699,90.988,192745,4,False
1288,Holy - Acoustic,justin_beiber,0.532,0.566,6,-6.511,1,0.0467,0.706,0.0,0.161,0.576,79.927,205816,4,False
1289,Lonely (with benny blanco) - Acoustic,justin_beiber,0.365,0.117,11,-10.61,0,0.041,0.969,2.48e-06,0.684,0.119,168.744,155188,4,False
1290,Stuck with U (with Justin Bieber),justin_beiber,0.597,0.45,8,-6.658,1,0.0418,0.223,0.0,0.382,0.537,178.765,228482,3,False
1291,Intentions - Acoustic,justin_beiber,0.711,0.411,9,-6.657,1,0.035,0.594,0.0,0.0903,0.791,73.997,160612,4,False
1292,Yummy - Country Remix,justin_beiber,0.636,0.607,9,-6.596,0,0.0852,0.255,0.0,0.0962,0.651,145.807,203698,4,False
1293,Intentions,justin_beiber,0.811,0.553,9,-6.644,1,0.0552,0.317,0.0,0.105,0.86,148.014,212869,4,False
1294,Get Me,justin_beiber,0.824,0.503,6,-6.94,0,0.156,0.05,5.25e-05,0.107,0.784,109.397,185419,5,False
1295,"10,000 Hours (with Justin Bieber) - Piano",justin_beiber,0.426,0.366,10,-6.514,1,0.0312,0.765,0.0,0.117,0.386,179.736,172320,4,False
1296,"10,000 Hours (with Justin Bieber)",justin_beiber,0.654,0.63,10,-4.644,1,0.0259,0.153,0.0,0.111,0.43,89.991,167693,4,False
1297,bad guy (with Justin Bieber),justin_beiber,0.67,0.453,0,-11.265,1,0.295,0.252,0.33,0.117,0.68,135.055,194840,4,False
1298,I Don't Care (with Justin Bieber) - Chronixx & Koffee Remix,justin_beiber,0.759,0.688,6,-4.413,1,0.0801,0.347,0.0,0.11,0.812,101.902,218373,4,False
1299,I Don't Care (with Justin Bieber) - Loud Luxury Remix,justin_beiber,0.748,0.916,6,-2.634,1,0.0583,0.102,0.0,0.0653,0.518,122.036,194754,4,False
1300,I Don't Care (with Justin Bieber) - Jonas Blue Remix,justin_beiber,0.708,0.872,6,-5.775,1,0.0502,0.0736,0.0,0.337,0.25,124.026,192681,4,False
1301,I Don't Care (with Justin Bieber),justin_beiber,0.798,0.675,6,-5.041,1,0.0442,0.0912,0.0,0.0894,0.842,101.956,219947,4,False
1302,No Brainer,justin_beiber,0.534,0.758,0,-4.726,1,0.344,0.0716,0.0,0.0865,0.661,135.552,260000,5,False
1303,Friends (with BloodPop® & Julia Michaels) - Remix,justin_beiber,0.73,0.685,0,-5.851,0,0.0467,0.00481,0.0,0.232,0.475,105.006,189467,4,False
1304,Friends (with BloodPop®),justin_beiber,0.743,0.735,8,-5.337,1,0.0382,0.00389,0.0,0.304,0.631,104.979,189467,4,False
1305,Sorry - Latino Remix,justin_beiber,0.642,0.753,0,-3.704,0,0.0454,0.146,0.0,0.299,0.495,100.075,219987,4,False
1306,Wait For A Minute,justin_beiber,0.593,0.34,4,-10.516,0,0.138,0.0895,2.65e-06,0.113,0.423,99.905,207013,4,False
1307,As Long As You Love Me - Ferry Corsten Remix,justin_beiber,0.562,0.8,8,-5.657,1,0.0611,1.55e-05,0.00291,0.21,0.18,130.012,344720,4,False
1308,As Long As You Love Me - Ferry Corsten Club Dub,justin_beiber,0.614,0.77,10,-7.669,0,0.0457,1.47e-05,0.866,0.0802,0.477,130.009,300733,4,False
1309,As Long As You Love Me - Ferry Corsten Radio,justin_beiber,0.422,0.698,8,-5.437,1,0.0686,3.54e-05,1.3e-06,0.849,0.266,129.871,211947,4,False
1310,As Long As You Love Me - Audiobot Remix,justin_beiber,0.547,0.691,0,-6.071,0,0.0311,0.0253,0.0628,0.217,0.217,139.966,306960,4,False
1311,As Long As You Love Me - Audiobot Edit,justin_beiber,0.567,0.722,0,-5.407,0,0.0357,0.0126,0.0197,0.337,0.386,139.9,238107,4,False
1312,As Long As You Love Me - Audiobot Instrumental,justin_beiber,0.552,0.68,0,-6.488,0,0.0323,0.0312,0.255,0.227,0.187,140.038,307053,4,False
1313,As Long As You Love Me - PAULO & JACKINSKY Club Mix,justin_beiber,0.774,0.749,0,-6.331,1,0.0651,0.00282,0.32,0.082,0.267,129.995,463013,4,False
1314,As Long As You Love Me - PAULO & JACKINSKY Dub,justin_beiber,0.788,0.792,0,-6.46,1,0.0603,0.00141,0.491,0.039,0.157,130.004,448187,4,False
1315,As Long As You Love Me - PAULO & JACKINSKY Radio,justin_beiber,0.734,0.846,0,-5.578,1,0.0575,0.00626,0.02,0.0756,0.349,130.013,237853,4,False
1316,As Long As You Love Me - Audien Dubstep Mix,justin_beiber,0.573,0.884,0,-7.109,0,0.114,0.067,2.97e-06,0.196,0.572,140.016,280027,4,False
1317,As Long As You Love Me - Audien Dubstep Edit,justin_beiber,0.566,0.89,0,-7.021,0,0.102,0.0953,0.0,0.207,0.585,139.995,245720,4,False
1318,As Long As You Love Me - Audien Luvstep Mix,justin_beiber,0.581,0.875,0,-7.32,0,0.117,0.0853,0.0,0.113,0.553,139.993,280933,4,False
1319,Beauty And A Beat - Wideboys Club Mix,justin_beiber,0.666,0.535,9,-4.707,0,0.0992,0.00538,0.000214,0.0647,0.517,128.014,368160,4,False
1320,Beauty And A Beat - Wideboys Radio Mix,justin_beiber,0.485,0.841,0,-4.103,1,0.102,0.0255,8.97e-06,0.378,0.472,128.023,233253,4,False
1321,Beauty And A Beat - Wideboys Dub,justin_beiber,0.715,0.533,9,-5.77,0,0.0676,0.00132,0.476,0.0662,0.378,128.009,368133,4,False
1322,Beauty And A Beat - Bisbetic Remix,justin_beiber,0.749,0.757,0,-6.882,1,0.17,0.00513,0.0281,0.376,0.16,127.964,370667,4,False
1323,Beauty And A Beat - Bisbetic Radio Mix,justin_beiber,0.47,0.784,0,-6.259,1,0.078,0.123,7e-05,0.0846,0.266,128.327,207480,4,False
1324,Beauty And A Beat - Bisbetic Instrumental,justin_beiber,0.717,0.761,9,-7.523,0,0.072,0.00278,0.911,0.389,0.177,127.986,370867,4,False
1325,Beauty And A Beat - Steven Redant Beauty and The Club Mix,justin_beiber,0.635,0.921,0,-5.628,1,0.0436,0.00167,0.236,0.306,0.566,127.976,442733,4,False
1326,Beauty And A Beat - Steven Redant Beauty and The Dub Mix,justin_beiber,0.664,0.959,0,-5.321,1,0.0744,0.000745,0.728,0.123,0.426,127.998,442787,4,False
1327,Beauty And A Beat - Steven Redant Beauty and The Vocal Dub Mix,justin_beiber,0.669,0.945,0,-5.223,1,0.0813,0.00164,0.28,0.158,0.413,127.995,442787,4,False
1328,Beauty And A Beat - DJ Laszlo Body Rock Club Mix,justin_beiber,0.624,0.88,9,-5.249,0,0.0684,0.00457,0.0453,0.674,0.73,127.993,450787,4,False
1329,Beauty And A Beat - DJ Laszlo Body Rock Radio Mix,justin_beiber,0.581,0.94,9,-4.761,0,0.0838,0.0202,0.000395,0.329,0.592,127.998,239920,4,False
1330,Beauty And A Beat - DJ Laszlo Body Rock Instrumental,justin_beiber,0.598,0.891,7,-6.148,1,0.0688,0.00126,0.894,0.649,0.689,127.995,451013,4,False
1331,Boyfriend - Dada Life Remix,justin_beiber,0.692,0.88,10,-6.197,0,0.073,0.00242,0.00496,0.178,0.117,128.011,332253,4,False
1332,Boyfriend - Oliver Twizt Radio,justin_beiber,0.646,0.957,5,-4.688,0,0.167,0.0169,0.000101,0.357,0.554,110.001,224147,4,False
1333,Boyfriend - Oliver Twizt Club,justin_beiber,0.704,0.946,6,-5.172,1,0.134,0.00906,0.00623,0.524,0.516,109.982,267587,4,False
1334,Boyfriend - Oliver Twizt Instrumental,justin_beiber,0.692,0.935,11,-5.874,1,0.0905,0.00434,0.422,0.474,0.66,109.994,267587,4,False
1335,Boyfriend - Vice Radio,justin_beiber,0.642,0.677,7,-5.732,1,0.0368,0.0928,0.2,0.0529,0.272,128.005,188000,4,False
1336,Boyfriend - Vice Instrumental,justin_beiber,0.674,0.604,7,-6.156,1,0.0303,0.00302,0.888,0.0585,0.241,128.004,286240,4,False
1337,Boyfriend - Joe Gauthreaux & Peter Barona Full Vocal Club Mix,justin_beiber,0.738,0.807,0,-7.173,1,0.0525,0.000507,0.231,0.0417,0.444,125.998,418080,4,False
1338,Boyfriend - Joe Gauthreaux & Peter Barona Club Mix,justin_beiber,0.72,0.782,10,-6.975,0,0.0535,0.000326,0.317,0.0429,0.526,125.993,402787,4,False
1339,Boyfriend - Joe Gauthreaux Dark Dub,justin_beiber,0.761,0.84,8,-6.722,0,0.0537,0.000136,0.513,0.0912,0.53,126.001,466400,4,False
1340,Turn To You - (Mother's Day Dedication),justin_beiber,0.539,0.715,4,-6.565,0,0.0319,0.244,0.0,0.0861,0.279,107.973,219973,4,False
1341,Eenie Meenie - Cutmore Miney Mo Dub,justin_beiber,0.795,0.607,10,-7.391,0,0.0623,0.000833,0.00217,0.0836,0.521,130.005,386960,4,False
1342,Eenie Meenie - Cutmore Miney Mo Vocal,justin_beiber,0.786,0.582,10,-7.039,0,0.0606,0.000878,5.52e-05,0.0812,0.617,129.994,387120,4,False
1343,Eenie Meenie - Cutmore Radio Edit,justin_beiber,0.681,0.683,1,-6.483,1,0.0399,0.00494,0.0,0.0966,0.612,129.964,197253,4,False
1344,Eenie Meenie - Cutmore Club Remix,justin_beiber,0.799,0.556,1,-6.783,1,0.0493,0.00153,0.002,0.0477,0.81,129.993,392320,4,False
1345,One Time (My Heart Edition),justin_beiber,0.481,0.619,1,-4.145,1,0.0281,0.437,0.0,0.109,0.597,147.884,191747,4,False
1346,One Time - DJ Ironik Remix,justin_beiber,0.699,0.679,1,-7.249,0,0.0389,0.0766,0.0,0.171,0.744,145.996,216000,4,False
1347,One Time - Instrumental,justin_beiber,0.74,0.825,1,-4.089,0,0.0663,0.00155,0.895,0.0948,0.498,145.998,214413,4,False
1348,Down (feat. Gucci Mane),fifth_harmony,0.53,0.512,8,-7.094,1,0.133,0.0162,7.04e-05,0.128,0.401,196.121,165200,4,False
1349,He Like That,fifth_harmony,0.592,0.681,0,-5.597,1,0.141,0.362,0.0,0.142,0.491,147.016,217107,4,False
1350,Sauced Up,fifth_harmony,0.777,0.572,1,-4.663,1,0.0408,0.0568,0.0,0.114,0.326,100.0,197787,4,False
1351,Make You Mad,fifth_harmony,0.785,0.701,7,-4.587,1,0.0935,0.163,0.0,0.0835,0.601,100.947,174507,4,False
1352,Deliver,fifth_harmony,0.721,0.746,4,-4.146,1,0.174,0.137,0.0,0.253,0.837,143.965,206520,4,False
1353,Lonely Night,fifth_harmony,0.601,0.452,4,-6.393,0,0.0646,0.0477,0.0,0.142,0.233,125.069,205307,5,False
1354,Don't Say You Love Me,fifth_harmony,0.585,0.633,9,-4.944,1,0.1,0.497,0.0,0.145,0.378,101.707,193067,4,False
1355,Angel,fifth_harmony,0.735,0.533,1,-6.338,0,0.0369,0.00347,0.0,0.354,0.155,123.957,189440,4,False
1356,Messy,fifth_harmony,0.579,0.675,0,-4.978,1,0.0503,0.627,0.0,0.14,0.349,92.974,194227,4,False
1357,Bridges,fifth_harmony,0.681,0.705,11,-4.087,0,0.026,0.0828,0.0,0.325,0.43,109.969,243267,4,False
1358,That's My Girl,fifth_harmony,0.596,0.851,5,-4.245,0,0.121,0.0358,3.19e-05,0.365,0.612,202.052,204000,4,False
1359,Work from Home (feat. Ty Dolla $ign),fifth_harmony,0.808,0.586,8,-5.934,1,0.0428,0.0793,5.49e-06,0.0659,0.588,104.991,214493,4,False
1360,The Life,fifth_harmony,0.739,0.762,0,-5.633,1,0.0486,0.171,0.0,0.107,0.744,104.0,200893,4,False
1361,Write On Me,fifth_harmony,0.441,0.692,7,-5.427,0,0.128,0.359,1.94e-06,0.161,0.475,189.879,219560,4,False
1362,I Lied,fifth_harmony,0.674,0.778,8,-4.961,0,0.179,0.0774,0.0,0.308,0.492,118.039,203587,4,False
1363,All In My Head (Flex) (feat. Fetty Wap),fifth_harmony,0.689,0.791,0,-5.194,0,0.053,0.023,0.0,0.0526,0.755,95.04,210573,4,False
1364,Squeeze,fifth_harmony,0.642,0.577,0,-7.692,1,0.0366,0.424,2.71e-06,0.0779,0.314,99.977,213093,4,False
1365,Gonna Get Better,fifth_harmony,0.702,0.663,3,-5.533,1,0.109,0.181,0.0,0.154,0.468,91.989,216880,4,False
1366,Scared of Happy,fifth_harmony,0.714,0.837,6,-3.252,1,0.0398,0.177,2.09e-05,0.114,0.479,112.009,203533,4,False
1367,Not That Kinda Girl (feat. Missy Elliott),fifth_harmony,0.795,0.908,1,-3.126,1,0.165,0.0175,1.01e-05,0.0418,0.63,115.034,191133,4,False
1368,Dope,fifth_harmony,0.719,0.519,0,-6.545,1,0.0494,0.13,0.0,0.0833,0.122,90.995,212627,4,False
1369,No Way,fifth_harmony,0.544,0.872,6,-6.119,1,0.314,0.184,0.000121,0.105,0.482,89.543,176053,4,False
1370,Big Bad Wolf,fifth_harmony,0.677,0.569,1,-6.461,0,0.0777,0.136,0.0,0.192,0.326,97.081,197747,4,False
1371,1000 Hands,fifth_harmony,0.304,0.311,4,-7.344,1,0.0309,0.949,2.47e-06,0.104,0.215,64.981,199600,4,False
1372,Top Down,fifth_harmony,0.831,0.677,1,-4.363,1,0.0429,0.244,1.34e-06,0.0443,0.759,101.025,220320,4,False
1373,BO$$,fifth_harmony,0.808,0.873,6,-5.217,0,0.131,0.00658,0.0,0.0509,0.736,102.998,171121,4,False
1374,Sledgehammer,fifth_harmony,0.681,0.776,2,-4.399,1,0.0433,0.00503,0.00122,0.0989,0.297,99.986,232488,4,False
1375,Worth It (feat. Kid Ink),fifth_harmony,0.884,0.765,8,-3.865,1,0.0882,0.063,7.04e-06,0.118,0.594,99.987,224573,4,False
1376,This is How We Roll,fifth_harmony,0.711,0.537,11,-5.806,0,0.0571,0.0726,0.0,0.286,0.409,127.924,272160,4,False
1377,Everlasting Love,fifth_harmony,0.574,0.653,9,-4.678,0,0.129,0.126,4.49e-06,0.0607,0.726,94.886,184507,4,False
1378,Like Mariah (feat. Tyga),fifth_harmony,0.735,0.77,4,-4.851,1,0.143,0.112,0.0,0.129,0.492,97.981,208187,4,False
1379,Them Girls Be Like,fifth_harmony,0.792,0.744,6,-3.951,1,0.0347,0.304,0.0,0.266,0.903,95.056,162191,4,False
1380,Reflection,fifth_harmony,0.722,0.614,1,-4.519,1,0.191,0.5,0.0,0.0422,0.753,150.288,188560,4,False
1381,Suga Mama,fifth_harmony,0.728,0.855,0,-6.806,1,0.379,0.0768,0.0,0.07,0.723,160.037,219133,4,False
1382,We Know,fifth_harmony,0.425,0.336,10,-7.606,1,0.0542,0.586,0.0,0.0729,0.294,83.926,177173,4,False
1383,Going Nowhere,fifth_harmony,0.615,0.861,10,-2.203,1,0.106,0.127,6.74e-05,0.602,0.682,165.914,214173,4,False
1384,Body Rock,fifth_harmony,0.676,0.75,11,-5.205,0,0.0808,0.016,0.0,0.0988,0.407,128.037,243600,4,False
1385,Brave Honest Beautiful (feat. Meghan Trainor),fifth_harmony,0.511,0.872,6,-3.588,1,0.145,0.147,0.0,0.357,0.704,99.314,208293,4,False
1386,Don't Wanna Dance Alone,fifth_harmony,0.777,0.789,1,-3.574,0,0.0563,0.0367,2.46e-05,0.0599,0.854,119.017,230173,4,False
1387,Miss Movin' On,fifth_harmony,0.466,0.842,6,-2.937,1,0.0513,0.0332,9.12e-06,0.349,0.418,75.0,193733,4,False
1388,Better Together,fifth_harmony,0.605,0.747,10,-3.904,1,0.214,0.0496,0.0,0.104,0.492,179.999,194093,4,False
1389,Who Are You,fifth_harmony,0.63,0.295,8,-7.26,1,0.029,0.886,0.0,0.131,0.297,123.152,236613,4,False
1390,Leave My Heart Out Of This,fifth_harmony,0.601,0.824,11,-4.889,1,0.0986,0.0936,0.0,0.0889,0.559,154.1,230827,4,False
1391,Me & My Girls,fifth_harmony,0.567,0.85,9,-3.43,1,0.118,0.0188,0.0,0.126,0.521,134.941,204013,4,False
1392,I'm In Love With a Monster,fifth_harmony,0.666,0.812,6,-4.07,0,0.0647,0.0597,0.0,0.0603,0.868,145.059,211932,4,False
1393,Miss Movin' On - Papercha$er Remix,fifth_harmony,0.438,0.939,3,-3.729,0,0.256,0.0308,0.444,0.169,0.367,129.921,247533,4,False
1394,He Like That - Recorded at Spotify Studios NYC,fifth_harmony,0.562,0.542,0,-8.23,1,0.0566,0.00334,0.0,0.0959,0.59,147.067,217571,4,False
1395,Feels - Recorded at Spotify Studios NYC,fifth_harmony,0.545,0.292,11,-10.594,0,0.0331,0.86,0.0,0.2,0.756,99.855,95628,4,False
1396,"Can You See - Spotify Singles - Holiday, Recorded at Spotify Studios NYC",fifth_harmony,0.554,0.422,8,-10.761,1,0.0439,0.329,3.13e-05,0.0986,0.3,99.676,242879,4,False
1397,Por Favor,fifth_harmony,0.752,0.761,2,-4.63,1,0.0926,0.209,2.64e-06,0.0625,0.697,98.025,199067,4,False
1398,He Like That (feat. French Montana) - French Montana Remix,fifth_harmony,0.653,0.65,0,-6.018,1,0.1,0.389,1.74e-05,0.135,0.564,146.944,215589,4,False
1399,Can You See,fifth_harmony,0.623,0.472,8,-8.21,1,0.0324,0.27,0.0,0.189,0.351,99.996,237013,4,False
1400,That's My Girl - Ryan Riback Remix,fifth_harmony,0.679,0.864,5,-4.619,0,0.0471,0.00271,0.000399,0.104,0.41,107.034,196435,4,False
1401,That's My Girl - jimmie Club Mix,fifth_harmony,0.726,0.911,5,-2.008,0,0.0429,0.0116,0.000274,0.0239,0.465,118.015,218136,4,False
1402,That's My Girl - Eva Shaw Remix,fifth_harmony,0.755,0.886,5,-4.091,0,0.0414,0.0349,0.0118,0.369,0.627,108.024,193533,4,False
